gene,ctd,number of occurrences
PCDH9-AS2,NF,1253
LIMK2,NDE,1253
OR51L1,NDE,1251
ACTL6A,NDE,1251
MRPL47,NDE,1251
COL6A4P1,NDE,1250
LOC105370855,NF,1249
COG1,NDE,1249
MAP3K7CL,NDE,1248
LOC105376015,NF,1246
LOC105370661,NF,1245
EPSTI1,NDE,1242
MAP2K5,NDE,1242
PNPLA6,NDE,1241
HARS,NDE,1240
HARS2,NDE,1240
LOC105374524,NF,1238
ARNTL2,NDE,1238
LOC105372767,NF,1238
RPSAP58,NDE,1238
CYB5R3,NDE,1231
LOC105370178,NF,1230
KIRREL2,NF,1225
LGALS17A,NF,1223
LOC107985861,NF,1222
LOC105378325,NF,1221
TMEM176A,NDE,1221
LOC105372930,NF,1219
GPR139,NDE,1218
RSAD2,NDE,1217
BPIFA4P,NF,1215
TTC21B,NDE,1213
HTR3C,NF,1211
CWF19L1,NDE,1211
LOC105370866,NF,1208
LINC01929,NF,1204
FASTKD1,NF,1200
LINC00385,NF,1200
CTLA4,NDE,1199
UBAC2,NDE,1197
LINC00384,NF,1196
LOC105371754,NF,1195
CSRP3,NDE,1193
TMEM72,NDE,1191
SLC24A1,NDE,1190
STARD7-AS1,NDE,1186
LOC105377577,NF,1185
CFAP45,NDE,1182
LOC107985434,NF,1182
BRD3,NDE,1179
ROCK1,NDE,1178
NR2C2,NDE,1173
LOC105372814,NF,1173
LINC01355,NF,1171
HELQ,NDE,1168
ZNF780B,NF,1165
MTPAP,NDE,1165
PINK1,NDE,1163
LINC01468,NF,1163
SNORD66,NDE,1162
C8orf76,NF,1158
PLS1,NDE,1156
LOC105374136,NF,1155
LOC102725201,NF,1152
LOC107985187,NF,1151
ZNF695,NDE,1150
PYGB,NDE,1150
LOC105374003,NF,1148
ZNF781,NF,1148
LOC283140,NF,1146
P2RY2,NDE,1145
FBXO4,NDE,1142
TRPC1,NDE,1142
TMPRSS7,NDE,1142
GPR183,NDE,1137
LOC101928832,NF,1137
LINC00437,NF,1135
LOC107984480,NF,1135
LOC107986614,NF,1134
FAM227B,NF,1133
INO80,NDE,1133
SEZ6L,NDE,1129
TPM4,NDE,1127
PPP2R1B,NDE,1124
TRPV1,NDE,1122
PRDM11,NDE,1121
LOC101928462,NF,1121
SEPT8,NDE,1120
LOC105376652,NF,1119
LINC00928,NF,1117
RHOBTB2,NDE,1117
LOC107984124,NF,1117
ABCD2,NDE,1117
PRDX1,NDE,1115
C1orf87,NF,1112
CMPK2,NDE,1109
FGF7,NDE,1109
ZRANB1,NDE,1109
SRGAP1,NDE,1107
LOC101928357,NF,1105
LOC105379301,NF,1105
SHCBP1,NDE,1104
SIK2,NDE,1103
GRAP2,NDE,1103
PBX3,NDE,1103
LOC105374701,NF,1103
LINC00910,NF,1099
LOC107986952,NF,1097
LOC101928105,NF,1095
ARNTL2-AS1,NF,1093
MEIS2,NDE,1091
LOC101928782,NF,1088
LOC107986844,NF,1087
PBX4,NDE,1086
LOC105374584,NF,1086
GPD1L,NDE,1086
PPP4R3A,NF,1083
SEL1L,NDE,1080
LOC105374714,NF,1078
ANKRD46,NDE,1076
LOC107987064,NF,1067
DERL1,NDE,1067
GCK,NDE,1066
LNX1,NDE,1066
LOC105375723,NF,1066
NPEPPS,NDE,1065
RBFOX1,NDE,1064
CDK19,NDE,1063
LOC340184,NF,1062
LOC105377698,NF,1058
ICAM2,NDE,1057
LOC105372352,NF,1056
LOC105372955,NF,1055
SMG9,NDE,1052
LOC105379004,NF,1047
ANKS1B,NDE,1046
LOC107986480,NF,1046
MEP1A,NDE,1044
WRB-SH3BGR,NF,1044
SH3BGR,NDE,1044
LINC01739,NF,1043
HDAC1,NDE,1043
LOC105377703,NF,1041
FAM20C,NDE,1040
LINC00945,NF,1039
PIK3IP1,NDE,1035
SEC62,NDE,1035
RALGPS1,NDE,1030
SLC30A4,NDE,1030
CATSPERG,NDE,1027
LOC105375983,NF,1026
PKMYT1,NDE,1026
LOC105376080,NF,1025
MIR99AHG,NDE,1024
ATP6AP1L,NDE,1022
SARAF,NDE,1022
LOC101928896,NF,1018
KLHL33,NF,1016
STYXL1,NDE,1014
UBOX5,NDE,1013
MYO1F,NDE,1013
TMEM56-RWDD3,NF,1012
LOC101928118,NF,1012
GPC6,NDE,1009
CASC11,NF,1009
LOC105372974,NF,1008
PRR29,NDE,1003
CD209,NDE,1002
LINC00671,NF,1002
C1orf167,NF,1001
BEND6,NDE,994
LINC01682,NF,993
LOC105370452,NF,993
PODXL2,NDE,990
LOC105375847,NF,988
C6orf52,NF,985
FAM107A,NDE,984
CTSL3P,NF,983
C16orf45,NF,982
LNX1-AS1,NF,981
SUPT3H,NDE,980
LOC105372156,NF,979
LOC105379119,NF,979
EPS8,NDE,979
NRG4,NDE,978
MSR1,NDE,976
KIAA0319L,NF,975
LOC105378334,NF,974
CWC25,NDE,974
BANK1,NDE,972
CLEC4GP1,NDE,970
ACE,NF,969
MAMDC2,NDE,968
LOC105379611,NF,968
LOC105376279,NF,966
LOC105372686,NF,963
RAB7A,NDE,962
ADRA1B,NDE,960
LOC107984687,NF,959
LOC105372683,NF,957
SOD3,NDE,957
PLS3,NDE,956
AADAT,NDE,955
LOC105373578,NF,955
LOC101929251,NF,953
LACRT,NDE,949
ERV3-1,NF,947
CMPK1,NDE,946
LOC105372568,NF,944
CDC45,NDE,944
ZNF25,NF,942
LOC105371466,NF,941
RASD2,NDE,940
ZFP90,NDE,940
LOC105374625,NF,938
SPACA6,NDE,937
LOC105376987,NF,935
FBXO15,NDE,935
CCDC150,NDE,934
KCNIP4,NDE,934
CILP,NDE,934
GRIK4,NDE,931
GSDMA,NDE,929
LOC105372694,NF,927
WDHD1,NDE,927
DDI2,NDE,924
LOC107984735,NF,923
CTTNBP2NL,NDE,921
TRPC5OS,NF,919
MAP4K3,NDE,919
ATL2,NDE,916
DNAH17,NDE,914
DNAH17-AS1,NF,914
RPS6KA1,NDE,912
XPR1,NDE,912
HEMK1,NDE,912
NOVA1-AS1,NF,911
AGBL2,NDE,909
ELOVL2-AS1,NF,904
ARHGAP39,NDE,902
CGREF1,NDE,902
LOC100288728,NF,901
SYT17,NDE,900
BTG4,NDE,899
LOC105371114,NF,899
LOC105372255,NF,897
LINC00368,NF,894
LOC101928937,NF,894
ANXA3,NDE,894
OR8G2P,NDE,892
LOC102724410,NF,892
SRL,NDE,892
LOC105377483,NF,890
ACSBG2,NDE,889
SMUG1,NDE,889
LOC105379133,NF,889
HYDIN,NDE,888
LINC01747,NF,888
GPC6-AS2,NF,887
KDELR3,NDE,886
STXBP5,NDE,886
LOC105375937,NF,883
TSHZ3,NDE,883
TNIK,NDE,881
DAGLA,NDE,880
LOC105370167,NF,876
TANGO6,NDE,875
LOC105374234,NF,873
FGF23,NDE,870
GABRA6,NDE,868
LINC01608,NF,867
ZRANB3,NDE,864
GPRIN2,NDE,863
CXCL13,NDE,860
ACO2,NDE,856
ANO7,NDE,855
BMP3,NDE,855
LOC105376810,NF,855
IQCA1L,NF,853
ABCF2,NDE,853
ATN1,NDE,852
MAP7D1,NDE,848
TRH,NDE,846
OR51B5,NF,845
CPNE4,NDE,843
FBXL3,NDE,840
LOC101927865,NF,839
VIPR1,NDE,838
LOC107984205,NF,838
TSPAN14,NDE,837
LOC101929028,NF,837
NEURL1-AS1,NF,837
NEURL1,NDE,837
LOC105374276,NF,835
DRAXIN,NDE,831
UBR2,NDE,830
ANKRD26P3,NF,829
RFC2,NDE,826
LRIG1,NDE,826
LINC01980,NF,825
IL25,NDE,822
CMTM5,NDE,822
UBE2L3,NDE,820
LINC02367,NF,816
LOC102724050,NF,816
PLXNA2,NDE,815
LOC643542,NF,814
LOC100287477,NF,811
SPATA22,NDE,810
GAD2,NDE,808
TRPV3,NF,807
ASB13,NDE,806
SLC5A1,NDE,804
USP12,NDE,804
LOC107986138,NF,803
LOC107986971,NF,802
TAF6,NDE,800
ARHGAP19,NDE,800
ARHGAP19-SLIT1,NF,800
LINC01572,NF,798
FCAR,NDE,798
FAM167A-AS1,NF,793
LOC105372639,NF,793
ENO2,NDE,791
RORB-AS1,NF,791
DSC3,NDE,789
UAP1,NDE,786
LOC107984127,NF,784
LOC107984387,NF,784
LOC105372792,NF,781
KCNE1,NDE,781
RORA,NDE,780
CARD11,NDE,779
LOC105370594,NF,779
STRN,NDE,778
LOC107985867,NF,778
LINC01456,NF,775
LINC02567,NF,775
NIPBL,NDE,773
ABRAXAS2,NF,773
H2AFY,NDE,771
LOC105371656,NF,771
ARSD-AS1,NF,770
LOC105371332,NF,768
PHF24,NDE,767
RB1CC1,NDE,766
ZBTB20,NDE,766
BMP2K,NDE,762
SLC7A6,NDE,761
LINC01771,NF,761
LOC105378731,NF,761
LACTB,NDE,758
TGFB3,NDE,757
CCDC82,NDE,755
LOC105374924,NF,755
LINC01791,NF,754
LOC101929227,NF,752
USP12-AS1,NF,752
RCAN3,NDE,750
SLC7A11-AS1,NDE,748
NR1H4,NDE,748
ERCC4,NDE,747
LOC105372073,NF,747
CYHR1,NDE,746
LOC105377302,NF,746
LOC102724659,NF,744
BEST3,NDE,742
LOC105373398,NF,742
LOC101929216,NF,740
LOC105371090,NF,740
KIAA1210,NF,739
LOC101929073,NF,738
SPTY2D1OS,NF,738
ACP7,NF,736
LOC105373853,NF,736
LOC105370214,NF,734
KIT,NDE,733
LOC101928035,NF,732
DNMT3A,NDE,732
PTPRJ,NDE,730
TDH,NDE,729
PINK1-AS,NF,727
CORO1C,NDE,727
LOC105374216,NF,725
CSMD1,NDE,721
GUSBP11,NDE,720
LOC105375466,NF,720
JAML,NDE,719
LOC107984188,NF,719
LOC105374792,NF,718
ADORA2B,NDE,718
OR3A2,NF,717
RALGAPA2,NDE,714
LOC105372284,NF,713
CYP3A43,NDE,713
USP54,NDE,708
CENPP,NDE,708
TP73-AS1,NDE,707
FHDC1,NDE,704
LRP12,NDE,704
LOC101929294,NF,703
LOC105374111,NF,702
GRM5,NDE,701
LOC105374614,NF,700
LOC105377918,NF,699
LIPN,NDE,699
CORO2A,NDE,698
IPPK,NDE,696
LOC105377642,NF,696
PON1,NF,695
LOC105370174,NF,695
TIPRL,NDE,694
NAV2-AS4,NF,693
DENND1A,NDE,692
SLC7A6OS,NDE,692
LOC107986007,NF,692
LOC107986901,NF,689
ASCC1,NDE,688
LOC105370185,NF,687
FAM83F,NDE,686
TEX9,NDE,686
LOC105372074,NF,684
F3,NDE,682
PLEKHB1,NDE,681
GPR137C,NDE,680
RAB39B,NDE,679
LOC105370210,NF,677
TBC1D8B,NDE,676
LOC105377848,NF,675
LOC105376809,NF,675
LOC107984497,NF,675
LOC105373459,NF,674
CFAP161,NDE,673
NRXN3,NDE,671
KCNIP4-IT1,NF,671
LINC00870,NF,670
LOC102724509,NF,670
LINC02343,NF,669
LOC105376253,NF,669
DIRC1,NF,668
ABCA3,NDE,666
CNMD,NDE,666
NR2E1,NDE,666
LOC101929418,NF,665
METTL24,NDE,665
ZNF679,NF,665
LOC105372268,NF,665
LOC105371195,NF,664
MICU3,NDE,664
TMEM110-MUSTN1,NDE,663
RNF169,NF,663
LINC00844,NF,662
GALNT7,NDE,662
LOC105369308,NF,660
RGL4,NF,660
LOC102724586,NF,659
GUSB,NDE,658
PLXND1,NDE,657
LOC105373727,NF,656
NECAB2,NDE,654
LOC107984577,NF,653
TMEM217,NDE,653
LOC105372656,NF,651
LOC105377481,NF,651
LOC105369842,NF,650
LOC105370464,NF,646
LOC105370121,NF,646
PPP3CB,NDE,645
FAM205A,NF,645
PPP3CB-AS1,NF,645
ETNK1,NDE,644
LOC107987056,NF,642
SPATA6L,NDE,642
LOC105375850,NF,638
ADAMDEC1,NDE,638
TSPEAR,NDE,638
KAZN,NDE,637
SUGCT,NDE,637
HNRNPA2B1,NDE,637
RNF19A,NDE,637
LOC107984031,NF,637
CYP2C9,NDE,636
LOC105369801,NF,635
SLC25A43,NDE,635
BMS1P21,NF,633
LOC105371980,NF,633
TOM1,NDE,633
FAM186B,NDE,631
SGCE,NDE,631
LOC107985685,NF,631
AGBL1,NDE,630
LOC107987045,NF,629
OAS2,NDE,627
PRR25,NF,625
CD274,NDE,624
SGPL1,NDE,623
RBKS,NDE,621
LINC02308,NF,621
GPAT4,NDE,620
LOC105371975,NF,619
LOC105372640,NF,619
MRPS6,NF,618
CHKB-AS1,NDE,617
LOC105369403,NF,616
LOC101927056,NF,613
LOC101929770,NF,613
ARID4A,NDE,612
LOC105369823,NF,612
LINC01692,NF,612
LOC105377939,NF,612
LOC105377940,NF,612
KATNBL1,NDE,611
LRRC75A,NDE,611
ATP1A1,NDE,607
MIR8064,NF,607
LINC00661,NF,606
FAM186A,NF,606
TMEM64,NDE,605
LOC105370913,NF,604
LOC105369886,NF,603
MAP2,NDE,603
LIMS1,NDE,603
ABLIM3,NDE,601
CDX4,NDE,601
FASTKD5,NDE,600
SARDH,NDE,600
LOC105378909,NF,600
TXNL4B,NDE,600
ZBTB16,NDE,599
RBM28,NDE,598
ANKRD10,NDE,596
SCG3,NDE,596
LOC101928875,NF,596
MYO1C,NDE,594
NKPD1,NDE,594
LOC100130548,NF,594
DPP10,NF,593
RTN3,NDE,593
GALM,NDE,592
WASHC5,NDE,591
AOC1,NDE,591
LOC105375567,NF,591
LOC643339,NF,591
LOC105369906,NF,591
LOC107987087,NF,590
LOC644277,NF,590
C5orf42,NF,590
SUPV3L1,NDE,589
LIN28B,NDE,589
SLC13A5,NDE,588
KCTD20,NDE,588
SLC12A7,NDE,588
LOC107986600,NF,587
BRCA1,NDE,585
LOC105376110,NF,584
HGF,NDE,581
BPIFB6,NDE,580
PF4,NDE,580
LOC101928856,NF,579
AFF3,NDE,578
WSB2,NDE,578
LOC101928495,NF,578
LOC105371468,NF,576
CD84,NDE,576
LOC101926905,NF,575
PCDHB1,NDE,575
OR3A1,NDE,575
LRAT,NDE,574
SLMAP,NDE,573
LOC102546299,NF,572
PDE4D,NDE,571
LOC284930,NF,570
CDH26,NDE,570
LGR4,NDE,569
LOC102724330,NF,569
LINC01600,NF,569
LOC105370854,NF,569
LINC01675,NF,569
LOC105374885,NF,569
LOC107985275,NF,568
TMEM87A,NDE,568
DPPA2,NDE,568
LOC101928596,NF,567
PCID2,NDE,566
TBCCD1,NDE,566
ADGRA2,NDE,566
PXN,NDE,563
PROZ,NDE,563
ZW10,NDE,563
NANOGNB,NF,561
LOC105378286,NF,561
MARCH8,NDE,561
SLC37A1,NDE,561
LINC02395,NF,561
LOC101929560,NF,560
C7orf57,NF,560
VDAC3,NDE,560
LOC105379311,NF,559
FXR1,NDE,559
IMMP2L,NDE,556
KRT24,NDE,555
C11orf44,NF,555
CYP46A1,NDE,552
LINC00898,NF,550
CCND3,NDE,549
TTC21B-AS1,NF,548
LINC01599,NF,548
LOC105375634,NF,547
NECAB1,NDE,547
FRMPD3,NF,546
LOC105375849,NF,544
APEX1,NDE,544
PTGIS,NDE,544
ZNF827,NDE,543
LOC105377043,NF,543
PAPD5,NDE,543
PURG,NDE,542
USP48,NDE,541
ARHGDIB,NDE,539
LIMS1-AS1,NF,538
SEPT9,NDE,537
LOC107986626,NF,535
ZNF675,NDE,533
FKBP1A,NDE,532
TEAD1,NDE,532
DBH,NDE,532
FKBP1A-SDCBP2,NF,532
LOC105378801,NF,529
LOC107984708,NF,529
LOC105375488,NF,528
LOC105373504,NF,525
LOC105374949,NF,524
PRNT,NF,524
VCPKMT,NDE,523
SLCO3A1,NDE,522
CASC6,NF,522
SCO2,NDE,522
LOC107985981,NF,522
EGLN3,NDE,522
LOC105378268,NF,521
CLPB,NDE,518
LOC105372174,NF,518
ARHGAP28,NDE,516
LOC105370247,NF,514
ZMYND12,NDE,514
CACNA1D,NDE,512
LOC105379310,NF,511
MIP,NDE,511
SLC4A5,NDE,510
SEC11C,NDE,510
FRMD4A,NDE,510
LOC100130587,NF,508
CHRNA4,NDE,508
RBPMS2,NDE,508
SYN1,NDE,508
LOC105369435,NF,507
LINC02177,NF,507
LOC100996724,NF,506
SLC12A3,NDE,505
PDK3,NDE,504
LOC105370795,NF,504
LOC105377701,NF,503
MRGPRX3,NDE,503
LINC02483,NF,503
CDKN2B-AS1,NF,502
ST8SIA6,NDE,501
STXBP4,NDE,500
LOC105372093,NF,500
LHX8,NDE,499
SSX8,NF,499
ZBTB20-AS1,NDE,498
ZNF138,NDE,498
LOC105374523,NF,497
LOC105371257,NF,497
IL15,NDE,495
COQ3,NDE,495
PLSCR4,NDE,495
CSNK1D,NDE,494
PTPRM,NDE,494
SH3PXD2A,NDE,493
LINC02101,NF,492
TTYH2,NDE,492
WFDC9,NDE,491
ETFDH,NDE,490
MORN5,NDE,490
H1FOO,NDE,490
STX12,NDE,489
LOC107986133,NF,489
LINC00457,NF,489
LOC107987111,NF,489
LOC105376713,NF,488
PARP1,NDE,487
RLF,NDE,487
LOC105378891,NF,486
SEPT2,NDE,486
C20orf85,NF,485
HTR5A,NDE,484
PPIP5K2,NDE,484
NEGR1,NDE,482
PHACTR1,NF,481
EXOC4,NDE,481
CA12,NDE,481
APPBP2,NDE,480
SLC36A3,NDE,480
ARMC2,NDE,479
ECE1,NDE,478
AFAP1L1,NDE,478
HEPHL1,NDE,476
ESD,NDE,474
MRGPRF,NDE,474
LOC101927358,NF,473
LOC105379121,NF,472
TBCE,NDE,472
ARSD,NDE,472
BCORL1,NDE,471
LOC107984533,NF,471
ASIP,NDE,470
DIXDC1,NDE,470
PDE1C,NDE,468
PLBD1,NDE,468
LOC107987124,NF,468
ZFHX3,NDE,467
LOC105373158,NF,465
CR1,NDE,464
LOC107987283,NF,463
LOC102723932,NF,463
ARPC2,NDE,463
SH3PXD2A-AS1,NF,463
LOC105375975,NF,462
KCNQ5,NDE,462
FRMPD3-AS1,NF,461
LOC105377094,NF,460
LOC105370985,NF,459
ZCCHC17,NDE,458
NRDE2,NDE,458
COL5A2,NDE,457
FCF1,NDE,457
LOC105374923,NF,456
CXCL14,NDE,456
LINC00114,NF,456
CDH13,NDE,455
LRRIQ1,NDE,455
OR6T1,NDE,452
ZMAT4,NDE,448
GRIK1,NDE,448
LINC01395,NF,448
LOC107985582,NF,447
LDLR,NF,446
MBNL1,NDE,446
ESRRG,NDE,446
ADAMTS9,NDE,446
LOC105376941,NF,446
MYO1B,NDE,445
TMPRSS12,NDE,444
C4orf51,NF,443
TTLL8,NDE,443
CSTF3,NDE,443
LOC101927263,NF,443
HRK,NDE,443
LOC105369333,NF,443
ST8SIA6-AS1,NDE,443
LINC02466,NF,442
LOC105371082,NF,442
SRP14-AS1,NF,441
SGF29,NDE,440
PSMB1,NDE,439
DDR2,NDE,438
LOC107986226,NF,437
LOC102723879,NF,437
PLAT,NDE,437
THNSL1,NDE,437
LOC105376396,NF,435
ZNF572,NF,434
LOC105370476,NF,434
ADAMTS17,NDE,434
CTNNBIP1,NDE,433
KCNV2,NDE,432
LOC283435,NF,432
LOC105371269,NF,431
LPGAT1,NDE,431
ZNF43,NDE,430
LOC105371378,NF,430
NDEL1,NDE,430
CASD1,NDE,430
LOC105374432,NF,430
F2,NDE,429
LINC01032,NF,427
LRRC9,NDE,426
KCNC1,NDE,426
LOC105370524,NF,426
LOC107985702,NF,424
DOK5,NDE,421
ITGA8,NDE,421
PCDH15,NDE,421
LOC105375334,NF,420
OR3A4P,NDE,420
LOC101928861,NF,419
LOC105371604,NF,418
C12orf60,NF,418
GPR160,NDE,417
RAB8B,NDE,417
ZADH2,NDE,416
ERLIN2,NDE,416
MROH7-TTC4,NF,416
NEXMIF,NDE,415
CRYL1,NDE,413
UBOX5-AS1,NF,413
SLC1A1,NDE,413
SLC22A14,NDE,412
SNX1,NDE,412
PECAM1,NF,412
ATP2C1,NDE,412
RAF1,NDE,412
LOC107986051,NF,411
LOC107984063,NF,411
MAOB,NDE,410
LOC107984465,NF,410
PARP11,NDE,410
TMED5,NDE,410
C4orf22,NF,409
NLRC3,NDE,409
LMO2,NDE,409
KCTD9,NDE,408
MARK1,NDE,408
RICTOR,NDE,407
UBE3D,NDE,407
CD58,NDE,406
PPP1R17,NDE,406
TIFAB,NDE,406
NIP7,NDE,405
COG8,NDE,405
LGALS13,NF,404
GRIPAP1,NDE,403
PYROXD2,NDE,403
TBX18,NDE,403
LOC107985179,NF,402
FASLG,NDE,402
ZNF449,NF,401
LOC105371539,NF,400
ERO1B,NDE,399
KHDC1,NDE,399
CDH8,NDE,399
STEAP1B,NF,398
NCAM2,NDE,397
XRCC4,NDE,397
PTDSS1,NDE,396
LOC105375652,NF,396
GOLGA1,NDE,396
LINC01750,NF,396
MAP2K1,NDE,395
EDIL3,NDE,395
RPL37A,NDE,394
LOC100507554,NF,394
OR8K3,NDE,394
ADAMTS3,NDE,394
LRRK2,NDE,394
LOC107985183,NF,393
TYMP,NDE,393
CATSPER1,NDE,392
VMP1,NDE,391
LOC105373436,NF,390
THSD4,NDE,390
LINC01098,NF,390
RBM6,NDE,389
CDYL,NDE,389
LOC105376632,NF,389
C19orf53,NF,388
CNTNAP5,NDE,388
LOC107984547,NF,388
FCAMR,NDE,387
LOC105369838,NF,387
PPM1D,NDE,387
RALY,NDE,386
CREG2,NDE,385
SLK,NDE,385
MROH7,NDE,384
DYRK4,NDE,384
GLG1,NDE,384
CFAP99,NDE,383
LOC105370954,NF,383
GIMAP6,NDE,383
LOC102724452,NF,383
LOC105375244,NF,383
CLBA1,NDE,383
CAND2,NDE,383
ASTN2,NDE,383
AP5S1,NF,382
B3GALT1,NDE,381
CCDC12,NDE,380
DAB1,NDE,380
LINC02350,NF,379
PRKD2,NDE,379
EFCAB13,NF,379
NCALD,NDE,379
LMOD1,NF,378
C1orf116,NF,378
UPF1,NDE,378
RNF11,NDE,378
LOC100130451,NF,377
LOC107984015,NF,377
OR1B1,NDE,376
LOC388813,NF,376
LOC105378447,NF,376
LOC105378497,NF,376
LOC105372092,NF,376
LOC107985667,NF,375
MIR25,NDE,375
MIR93,NDE,375
MCM7,NDE,375
LOC105373845,NF,374
LOC105372011,NF,374
CR2,NDE,374
LOC107984380,NF,374
LOC105370345,NF,373
USP35,NDE,373
RNF128,NDE,372
CYP2G1P,NDE,372
ST5,NDE,372
ATP5MC2,NF,372
LOC105371102,NF,372
GIMAP2,NF,372
ZNF281,NDE,371
LOC105374229,NF,371
FRAS1,NDE,370
LOC105373601,NF,369
POLD1,NDE,369
SARS,NDE,369
LRRN3,NDE,369
LOC105370060,NF,369
NR2C1,NDE,368
AIG1,NDE,367
LSAMP,NDE,367
LOC105371265,NF,367
LOC105372191,NF,367
TAF1,NDE,366
KIAA0141,NDE,366
LOC105372572,NF,365
LINC01581,NF,365
C16orf96,NF,365
LOC100506474,NF,365
TMEM52B,NDE,364
C12orf77,NF,364
LOC105371907,NF,364
OTUD7A,NDE,363
LCOR,NDE,363
LOC105371302,NF,363
C10orf12,NF,363
MACC1,NDE,362
ARMC3,NF,361
PIP4K2B,NDE,361
NECAP2,NDE,361
WDR7,NDE,361
LOC645177,NF,361
SNORD44,NDE,361
LOC105369468,NF,359
ASTE1,NDE,358
NPFFR2,NDE,358
CASP12,NDE,358
LOC105371308,NF,358
LOC105378093,NF,358
RBMS3,NDE,357
TPRA1,NDE,357
LINC01502,NF,356
POTEI,NF,356
FHIT,NDE,356
LOC105376568,NF,355
LOC102724734,NF,354
MYBPC1,NDE,354
QKI,NDE,354
CSNK2A1,NDE,354
RECQL,NDE,353
MNS1,NDE,353
LOC105369936,NF,353
PRPF38A,NDE,352
SARS2,NDE,352
MRPS12,NDE,352
DYNC1LI1,NF,352
RAG2,NDE,352
LOC400927-CSNK1E,NF,352
C11orf74,NF,352
SPRR4,NDE,351
GSTZ1,NDE,351
LOC105373133,NF,350
TXNDC11,NDE,350
PTPRK,NDE,350
PDZRN4,NDE,350
NCDN,NDE,350
LOC105371026,NF,350
LOC105371031,NF,350
CHI3L2,NDE,349
KLK7,NDE,349
GRIK1-AS1,NF,349
CSNK1E,NDE,346
AHCY,NDE,346
EMP2,NDE,346
RORB,NDE,346
LINGO2,NDE,345
LOC101929897,NF,345
GRAMD1C,NDE,343
F2R,NDE,343
ERCC6,NDE,343
LOC102723803,NF,343
LOC105375660,NF,342
LINC01232,NF,342
NIPAL2,NDE,342
TRPM3,NDE,341
GLT1D1,NDE,341
CCDC88A,NDE,341
LOC105373572,NF,340
FANCC,NDE,340
LOC105371909,NF,340
LINC02393,NF,339
LINC00508,NF,339
LOC102724784,NF,339
POLE,NDE,339
GRPR,NDE,339
DRAIC,NF,338
NEIL2,NDE,337
PGBD3,NF,337
KIAA1324,NDE,337
SWT1,NDE,337
LOC105372275,NF,336
CNR1,NDE,335
LOC101927787,NF,335
KIF5A,NDE,335
LOC105378515,NF,335
MED1,NDE,334
LOC107985436,NF,334
LINC00871,NF,333
RERE,NDE,333
WDR36,NDE,333
ZNF117,NDE,333
TSHR,NDE,332
LRRK1,NDE,332
PPP2R1A,NDE,331
TGFA,NDE,331
KRT80,NDE,331
DLG2,NDE,330
TUBA8,NDE,330
LDLRAD4,NDE,330
FAM83A,NDE,330
LRP1B,NDE,329
SUDS3,NDE,329
LOC102724557,NF,329
PTPN14,NDE,329
DEGS2,NDE,329
LRRC20,NDE,328
XPO6,NDE,328
ZNF213,NF,327
PTPRO,NDE,327
KIF14,NDE,327
PRR16,NDE,326
WARS,NDE,325
PDGFRB,NDE,325
AAK1,NDE,325
EIF4H,NDE,325
LOC107985469,NF,325
LOC107986400,NF,325
KLHL3,NDE,324
GUCY2C,NDE,324
FEZ2,NDE,324
PTPRD,NDE,324
SALL2,NDE,323
LOC105376035,NF,323
PNPLA7,NDE,322
LOC107984263,NF,322
GBF1,NDE,322
DGKZ,NDE,321
LINC01320,NF,320
LOC107985865,NF,320
ECHDC3,NDE,320
UBE2N,NDE,320
DNAH14,NDE,319
LOC151760,NF,319
CEP128,NDE,319
OLR1,NDE,318
MYOZ3,NF,317
PRAMENP,NF,317
ADAMTS9-AS1,NF,317
ESAM,NDE,315
TMEM132D,NDE,315
UBASH3B,NDE,315
LOC105372666,NF,315
LRRN1,NDE,314
C1QTNF2,NDE,314
LOC105371022,NF,314
ADAMTS9-AS2,NDE,313
FSIP1,NDE,313
PIP4P1,NDE,313
OR2T7,NF,313
BTC,NDE,312
LOC105371125,NF,311
TP53BP2,NDE,311
LOC105377792,NF,311
CRYM,NDE,311
ACCSL,NDE,311
LOC105374052,NF,310
LINC01570,NF,310
LOC100505498,NF,310
SLC14A2,NDE,310
IMPACT,NDE,310
BLNK,NDE,308
LOC107986350,NF,308
TEKT1,NDE,307
LOC101928279,NF,307
WHRN,NDE,306
PDILT,NDE,306
CA5A,NDE,305
LINC02501,NF,305
LOC107984568,NF,304
DHRS2,NDE,304
SH3RF1,NDE,304
LINC01566,NF,304
LOC105377374,NF,303
LOC105370978,NF,303
NINJ2,NDE,303
LOC105379117,NF,303
FAM174B,NF,303
LOC105379365,NF,302
PPIEL,NDE,302
AARS,NDE,302
CAMKK2,NDE,301
MDGA2,NDE,300
DCLRE1A,NDE,300
MICAL2,NDE,299
AFM,NDE,299
PDE2A,NDE,299
C16orf47,NF,299
LOC105378531,NF,298
CUX2,NDE,298
LOC102724832,NF,297
NR2E3,NDE,297
CCDC146,NDE,297
DDB2,NDE,297
LOC107986838,NF,296
LOC107986839,NF,296
FAM205C,NDE,295
MYL1,NDE,295
LOC105370785,NF,295
RAMP1,NDE,294
LOC107984238,NF,294
SPECC1L-ADORA2A,NF,294
ADNP2,NDE,293
LOC105376539,NF,292
LRRN2,NDE,292
F11,NDE,290
SEC31B,NDE,290
SPTLC2,NDE,290
WDFY4,NDE,290
HPSE2,NDE,290
TSPAN13,NDE,289
ETFA,NDE,289
LAMB4,NDE,289
CPZ,NDE,288
